station_id,datetime,component_type,component_value,id,name,district,lon,lat,hour
AVRSA,2026-03-22 09:00:00,PM10,23.5,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-22 09:00
AKALA,2026-03-22 09:00:00,PM10,11.7,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-22 09:00
ARIEA,2026-03-22 09:00:00,O3,52.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 09:00
ARIEA,2026-03-22 09:00:00,NO2,17.2,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 09:00
AVRSA,2026-03-22 09:00:00,NO2,13.1,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-22 09:00
AKALA,2026-03-22 09:00:00,NO2,16.2,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-22 09:00
ARERA,2026-03-22 09:00:00,PM10,21.2,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 09:00
ARERA,2026-03-22 09:00:00,PM2_5,16.3,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 09:00
ABREA,2026-03-22 09:00:00,NO2,17.5,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-22 09:00
ABREA,2026-03-22 09:00:00,PM10,28.6,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-22 09:00
ACHOA,2026-03-22 09:00:00,NO2,10.1,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-22 09:00
ACHOA,2026-03-22 09:00:00,PM10,17.4,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-22 09:00
ARIEA,2026-03-22 09:00:00,PM10,29.9,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 09:00
ARERA,2026-03-22 09:00:00,NO2,11.1,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 09:00
ASTOA,2026-03-22 09:00:00,O3,56.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 09:00
ASUCA,2026-03-22 09:00:00,PM10,24.5,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-22 09:00
ASTOA,2026-03-22 09:00:00,PM10,13.9,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 09:00
ALERA,2026-03-22 09:00:00,NO2,21.3,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 09:00
APRUA,2026-03-22 09:00:00,PM10,16.1,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-22 09:00
ALEGA,2026-03-22 09:00:00,NO2,46.8,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 09:00
ALEGA,2026-03-22 09:00:00,PM10,40.1,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 09:00
ALEGA,2026-03-22 09:00:00,PM2_5,27.9,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 09:00
APRUA,2026-03-22 09:00:00,NO2,10.0,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-22 09:00
AHOLA,2026-03-22 09:00:00,NO2,24.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 09:00
AHOLA,2026-03-22 09:00:00,PM10,30.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 09:00
AHOLA,2026-03-22 09:00:00,PM2_5,24.1,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 09:00
AVYNA,2026-03-22 09:00:00,NO2,18.0,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 09:00
AVYNA,2026-03-22 09:00:00,O3,51.3,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 09:00
AVYNA,2026-03-22 09:00:00,PM10,18.4,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 09:00
ASROA,2026-03-22 09:00:00,PM2_5,12.2,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 09:00
ASROA,2026-03-22 09:00:00,PM10,15.7,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 09:00
ASROA,2026-03-22 09:00:00,NO2,7.2,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 09:00
ASTOA,2026-03-22 09:00:00,PM2_5,12.8,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 09:00
ALERA,2026-03-22 09:00:00,PM10,34.4,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 09:00
ALERA,2026-03-22 09:00:00,PM2_5,19.7,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 09:00
ALERA,2026-03-22 09:00:00,O3,47.4,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 09:00
ALIBA,2026-03-22 09:00:00,PM10,26.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 09:00
ASUCA,2026-03-22 09:00:00,O3,61.9,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-22 09:00
ALIBA,2026-03-22 09:00:00,NO2,15.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 09:00
ALIBA,2026-03-22 09:00:00,SO2,3.9,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 09:00
ALIBA,2026-03-22 09:00:00,PM2_5,30.4,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 09:00
ALIBA,2026-03-22 09:00:00,O3,50.1,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 09:00
AREPA,2026-03-22 10:00:00,NO2,18.7,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-22 10:00
AREPA,2026-03-22 10:00:00,PM10,23.7,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-22 10:00
ARIEA,2026-03-22 10:00:00,PM2_5,22.1,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 10:00
ARIEA,2026-03-22 10:00:00,PM10,28.7,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 10:00
ARIEA,2026-03-22 10:00:00,O3,62.0,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 10:00
ARERA,2026-03-22 10:00:00,NO2,9.0,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 10:00
ARERA,2026-03-22 10:00:00,PM10,19.5,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 10:00
ARIEA,2026-03-22 10:00:00,NO2,13.4,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 10:00
ASROA,2026-03-22 10:00:00,PM10,14.5,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 10:00
ASROA,2026-03-22 10:00:00,NO2,7.0,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 10:00
ALIBA,2026-03-22 10:00:00,NO2,10.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 10:00
ALIBA,2026-03-22 10:00:00,O3,62.9,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 10:00
ALIBA,2026-03-22 10:00:00,PM10,23.4,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 10:00
ALIBA,2026-03-22 10:00:00,PM2_5,24.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 10:00
APRUA,2026-03-22 10:00:00,NO2,8.5,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-22 10:00
APRUA,2026-03-22 10:00:00,PM10,10.7,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-22 10:00
ALIBA,2026-03-22 10:00:00,SO2,3.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 10:00
ASROA,2026-03-22 10:00:00,PM2_5,11.2,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 10:00
ARERA,2026-03-22 10:00:00,PM2_5,14.5,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 10:00
ARIEA,2026-03-22 10:00:00,SO2,2.4,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 10:00
ALERA,2026-03-22 10:00:00,PM10,29.5,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 10:00
ALEGA,2026-03-22 10:00:00,NO2,40.7,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 10:00
ACHOA,2026-03-22 10:00:00,PM10,10.7,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-22 10:00
ACHOA,2026-03-22 10:00:00,NO2,8.6,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-22 10:00
AKOBA,2026-03-22 10:00:00,NO2,10.4,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-22 10:00
ABREA,2026-03-22 10:00:00,NO2,15.6,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-22 10:00
ALERA,2026-03-22 10:00:00,PM2_5,16.9,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 10:00
ALERA,2026-03-22 10:00:00,O3,53.7,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 10:00
ALERA,2026-03-22 10:00:00,NO2,18.7,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 10:00
ASTOA,2026-03-22 10:00:00,O3,64.2,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 10:00
ASUCA,2026-03-22 10:00:00,O3,68.7,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-22 10:00
ASUCA,2026-03-22 10:00:00,PM10,19.8,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-22 10:00
ASTOA,2026-03-22 10:00:00,PM10,16.5,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 10:00
AVRSA,2026-03-22 10:00:00,PM10,23.2,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-22 10:00
AVYNA,2026-03-22 10:00:00,PM10,17.0,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 10:00
AVYNA,2026-03-22 10:00:00,NO2,17.4,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 10:00
AVYNA,2026-03-22 10:00:00,O3,59.7,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 10:00
ASTOA,2026-03-22 10:00:00,PM2_5,7.6,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 10:00
AVRSA,2026-03-22 10:00:00,NO2,11.2,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-22 10:00
AKALA,2026-03-22 10:00:00,NO2,12.3,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-22 10:00
AHOLA,2026-03-22 10:00:00,PM10,30.4,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 10:00
AHOLA,2026-03-22 10:00:00,NO2,23.3,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 10:00
ALEGA,2026-03-22 10:00:00,PM10,35.2,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 10:00
ALEGA,2026-03-22 10:00:00,PM2_5,24.5,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 10:00
AHOLA,2026-03-22 10:00:00,PM2_5,29.7,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 10:00
AKOBA,2026-03-22 10:00:00,O3,66.2,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-22 10:00
AKOBA,2026-03-22 10:00:00,PM10,23.5,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-22 10:00
AKALA,2026-03-22 10:00:00,PM10,7.2,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-22 10:00
ABREA,2026-03-22 10:00:00,PM10,33.8,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-22 10:00
ASROA,2026-03-22 11:00:00,NO2,4.9,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 11:00
AVRSA,2026-03-22 11:00:00,PM10,21.0,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-22 11:00
AVYNA,2026-03-22 11:00:00,PM10,28.4,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 11:00
ASROA,2026-03-22 11:00:00,PM2_5,9.8,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 11:00
ASROA,2026-03-22 11:00:00,PM10,12.9,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 11:00
AVRSA,2026-03-22 11:00:00,NO2,9.0,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-22 11:00
ASTOA,2026-03-22 11:00:00,PM10,17.9,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 11:00
APRUA,2026-03-22 11:00:00,PM10,8.5,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-22 11:00
AKOBA,2026-03-22 11:00:00,PM10,25.1,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-22 11:00
AKOBA,2026-03-22 11:00:00,O3,75.3,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-22 11:00
AKOBA,2026-03-22 11:00:00,NO2,8.0,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-22 11:00
ARERA,2026-03-22 11:00:00,PM10,16.5,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 11:00
ARERA,2026-03-22 11:00:00,PM2_5,12.5,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 11:00
ASTOA,2026-03-22 11:00:00,O3,73.3,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 11:00
ASTOA,2026-03-22 11:00:00,PM2_5,5.0,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 11:00
APRUA,2026-03-22 11:00:00,NO2,7.0,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-22 11:00
ALEGA,2026-03-22 11:00:00,NO2,33.8,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 11:00
ARERA,2026-03-22 11:00:00,NO2,6.8,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 11:00
ACHOA,2026-03-22 11:00:00,PM10,8.7,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-22 11:00
AKALA,2026-03-22 11:00:00,PM10,4.7,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-22 11:00
AHOLA,2026-03-22 11:00:00,NO2,20.7,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 11:00
AHOLA,2026-03-22 11:00:00,PM10,24.1,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 11:00
AHOLA,2026-03-22 11:00:00,PM2_5,27.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 11:00
AKALA,2026-03-22 11:00:00,NO2,11.0,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-22 11:00
AREPA,2026-03-22 11:00:00,NO2,16.0,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-22 11:00
AREPA,2026-03-22 11:00:00,PM10,16.9,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-22 11:00
ABREA,2026-03-22 11:00:00,NO2,12.1,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-22 11:00
ABREA,2026-03-22 11:00:00,PM10,25.5,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-22 11:00
ASUCA,2026-03-22 11:00:00,PM10,17.7,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-22 11:00
AVYNA,2026-03-22 11:00:00,NO2,15.8,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 11:00
AVYNA,2026-03-22 11:00:00,O3,67.8,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 11:00
ASUCA,2026-03-22 11:00:00,O3,77.8,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-22 11:00
ALEGA,2026-03-22 11:00:00,PM10,29.0,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 11:00
ARIEA,2026-03-22 11:00:00,NO2,10.9,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 11:00
ALERA,2026-03-22 11:00:00,PM10,26.7,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 11:00
ALERA,2026-03-22 11:00:00,O3,60.0,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 11:00
ALERA,2026-03-22 11:00:00,NO2,12.0,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 11:00
ALIBA,2026-03-22 11:00:00,NO2,7.1,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 11:00
ALIBA,2026-03-22 11:00:00,O3,73.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 11:00
ALIBA,2026-03-22 11:00:00,PM10,17.6,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 11:00
ALIBA,2026-03-22 11:00:00,PM2_5,17.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 11:00
ALIBA,2026-03-22 11:00:00,SO2,3.2,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 11:00
ARIEA,2026-03-22 11:00:00,O3,71.0,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 11:00
ARIEA,2026-03-22 11:00:00,PM10,24.0,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 11:00
ARIEA,2026-03-22 11:00:00,SO2,1.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 11:00
ALEGA,2026-03-22 11:00:00,PM2_5,21.0,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 11:00
ACHOA,2026-03-22 11:00:00,NO2,6.8,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-22 11:00
ALERA,2026-03-22 11:00:00,PM2_5,15.6,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 11:00
ARIEA,2026-03-22 11:00:00,PM2_5,21.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 11:00
ALEGA,2026-03-22 12:00:00,NO2,30.8,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 12:00
ARIEA,2026-03-22 12:00:00,PM10,15.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 12:00
APRUA,2026-03-22 12:00:00,PM10,8.0,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-22 12:00
AREPA,2026-03-22 12:00:00,PM10,13.0,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-22 12:00
AREPA,2026-03-22 12:00:00,NO2,14.8,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-22 12:00
ARIEA,2026-03-22 12:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 12:00
ARIEA,2026-03-22 12:00:00,PM2_5,18.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 12:00
ALEGA,2026-03-22 12:00:00,PM10,25.0,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 12:00
ARIEA,2026-03-22 12:00:00,O3,80.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 12:00
ARIEA,2026-03-22 12:00:00,NO2,8.9,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-22 12:00
ASUCA,2026-03-22 12:00:00,O3,86.9,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-22 12:00
ASUCA,2026-03-22 12:00:00,PM10,10.0,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-22 12:00
AKOBA,2026-03-22 12:00:00,NO2,6.1,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-22 12:00
AKOBA,2026-03-22 12:00:00,O3,84.9,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-22 12:00
AKOBA,2026-03-22 12:00:00,PM10,20.4,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-22 12:00
APRUA,2026-03-22 12:00:00,NO2,5.7,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-22 12:00
ALEGA,2026-03-22 12:00:00,PM2_5,18.1,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-22 12:00
ASROA,2026-03-22 12:00:00,NO2,2.7,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 12:00
ABREA,2026-03-22 12:00:00,NO2,10.3,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-22 12:00
ALIBA,2026-03-22 12:00:00,SO2,3.0,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 12:00
ACHOA,2026-03-22 12:00:00,NO2,5.4,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-22 12:00
ACHOA,2026-03-22 12:00:00,PM10,9.3,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-22 12:00
ALIBA,2026-03-22 12:00:00,O3,80.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 12:00
ALIBA,2026-03-22 12:00:00,NO2,5.4,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 12:00
ALERA,2026-03-22 12:00:00,NO2,8.7,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 12:00
ARERA,2026-03-22 12:00:00,PM2_5,11.7,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 12:00
ALERA,2026-03-22 12:00:00,O3,67.5,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 12:00
ALERA,2026-03-22 12:00:00,PM10,25.8,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 12:00
ALERA,2026-03-22 12:00:00,PM2_5,14.5,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-22 12:00
ABREA,2026-03-22 12:00:00,PM10,18.5,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-22 12:00
ARERA,2026-03-22 12:00:00,PM10,15.3,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 12:00
ARERA,2026-03-22 12:00:00,NO2,4.4,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 12:00
ASTOA,2026-03-22 12:00:00,O3,81.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 12:00
ASTOA,2026-03-22 12:00:00,PM10,19.0,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 12:00
ASTOA,2026-03-22 12:00:00,PM2_5,3.8,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-22 12:00
AVRSA,2026-03-22 12:00:00,NO2,7.5,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-22 12:00
ASROA,2026-03-22 12:00:00,PM10,11.2,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 12:00
ASROA,2026-03-22 12:00:00,PM2_5,8.4,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-22 12:00
AKALA,2026-03-22 12:00:00,PM10,5.9,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-22 12:00
AKALA,2026-03-22 12:00:00,NO2,11.2,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-22 12:00
AVYNA,2026-03-22 12:00:00,PM10,22.4,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 12:00
AVYNA,2026-03-22 12:00:00,O3,76.4,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 12:00
ALIBA,2026-03-22 12:00:00,PM2_5,10.6,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 12:00
ALIBA,2026-03-22 12:00:00,PM10,13.6,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-22 12:00
AHOLA,2026-03-22 12:00:00,NO2,18.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 12:00
AHOLA,2026-03-22 12:00:00,PM10,21.5,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 12:00
AHOLA,2026-03-22 12:00:00,PM2_5,19.4,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 12:00
AVYNA,2026-03-22 12:00:00,NO2,13.6,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 12:00
AVRSA,2026-03-22 12:00:00,PM10,18.4,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-22 12:00
AHOLA,2026-03-22 13:00:00,NO2,16.6,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 13:00
AHOLA,2026-03-22 13:00:00,PM10,19.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 13:00
AHOLA,2026-03-22 13:00:00,PM2_5,10.5,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-22 13:00
AVYNA,2026-03-22 13:00:00,NO2,11.1,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-22 13:00
ARERA,2026-03-22 13:00:00,PM10,14.7,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 13:00
ARERA,2026-03-22 13:00:00,NO2,3.3,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-22 13:00
AKALA,2026-03-22 13:00:00,PM10,6.1,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-22 13:00
